go_ref,go_name,months_after_go,superseded,ann_title,event_id,input_row,source_file,stock_code,stock_name,ann_date,ann_type,mandate,placee_label,placee_name,placee_type,beneficial_owner,shares,price,price_source,pct_enlarged,pct_enlarged_source,below_5pct,lockup,independent_declared,completion_date,source_url,snippet,parse_confidence,fail_reason
GO_00223_14/05/25,中國創新投資有限公司 (HKEX: 1217),3.7,,完成根據特別授權配售新股份,PGO_00223_29/04/2026 21:15,92.0,全購事件20260831.csv,00223,易生活控股,2026-04-29,配售,,,,,,,,,,,,,,2026-04-29,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042905005_c.pdf,,,NO_PLACEE_DEF
GO_00223_14/05/25,中國創新投資有限公司 (HKEX: 1217),3.4,,進一步延長根據特別授權配售新股份之最後截止日期,PGO_00223_20/04/2026 18:58,92.0,全購事件20260831.csv,00223,易生活控股,2026-04-20,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042001243_c.pdf,,,NO_PLACEE_DEF
GO_00223_14/05/25,中國創新投資有限公司 (HKEX: 1217),2.6,,延長根據特別授權配售新股份之最後截止日期,PGO_00223_26/03/2026 20:56,92.0,全購事件20260831.csv,00223,易生活控股,2026-03-26,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0326/2026032601875_c.pdf,,,NO_PLACEE_DEF
GO_00223_14/05/25,中國創新投資有限公司 (HKEX: 1217),0.3,,有關配售新股份之澄清公佈,PGO_00223_13/01/2026 07:47,92.0,全購事件20260831.csv,00223,易生活控股,2026-01-13,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0113/2026011300020_c.pdf,,,NO_PLACEE_DEF
GO_00223_14/05/25,中國創新投資有限公司 (HKEX: 1217),0.2,,根據一般授權配售新股份,PGO_00223_12/01/2026 07:40,92.0,全購事件20260831.csv,00223,易生活控股,2026-01-12,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0112/2026011200044_c.pdf,,MED,NO_NAMED_PLACEE
GO_01939_02/05/25,Essa Financial Group Ltd (黃仕坤),4.6,,完成根據一般授權配售新股份,PGO_01939_06/11/2025 19:18,94.0,全購事件20260831.csv,01939,上善黃金,2025-11-06,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1106/2025110601755_c.pdf,,,NO_PLACEE_DEF
GO_01939_02/05/25,Essa Financial Group Ltd (黃仕坤),4.0,,有關根據一般授權配售新股份的補充公告,PGO_01939_20/10/2025 22:57,94.0,全購事件20260831.csv,01939,上善黃金,2025-10-20,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1020/2025102001629_c.pdf,,,NO_PLACEE_DEF
GO_01939_02/05/25,Essa Financial Group Ltd (黃仕坤),3.4,,根據一般授權配售新股份,PGO_01939_30/09/2025 08:25,94.0,全購事件20260831.csv,01939,上善黃金,2025-09-30,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0930/2025093000222_c.pdf,,MED,NO_NAMED_PLACEE
GO_06113_15/04/25,CoreVest Holdings Limited (羅祖春),0.6,,(1)授出豁免嚴格遵守 上市規則第8.08 (1) (A)條及13.32 (1)條；及 (2)委任配售代理,PGO_06113_30/06/2025 20:17,99.0,全購事件20260831.csv,06113,比特策略,2025-06-30,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0630/2025063003337_c.pdf,,,NO_PLACEE_DEF
GO_01943_02/04/25,嘉能時代國際貿易有限公司,11.7,,完成根據一般授權配售新股份,PGO_01943_21/07/2026 17:07,100.0,全購事件20260831.csv,01943,金石控股集團,2026-07-21,配售,,,,,,,,,,,,,,2026-07-21,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0721/2026072100451_c.pdf,,,NO_PLACEE_DEF
GO_01943_02/04/25,嘉能時代國際貿易有限公司,10.8,,根據一般授權配售新股份,PGO_01943_25/06/2026 20:44,100.0,全購事件20260831.csv,01943,金石控股集團,2026-06-25,配售,,承配人,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0625/2026062501770_c.pdf,,MED,NO_NAMED_PLACEE
GO_01943_02/04/25,嘉能時代國際貿易有限公司,2.5,,完成根據一般授權配售新股份,PGO_01943_14/10/2025 18:04,100.0,全購事件20260831.csv,01943,金石控股集團,2025-10-14,配售,,,,,,,,,,,,,,2025-10-14,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1014/2025101400753_c.pdf,,,NO_PLACEE_DEF
GO_01943_02/04/25,嘉能時代國際貿易有限公司,1.8,,根據一般授權配售新股份進一步延長最後截止日期,PGO_01943_25/09/2025 19:01,100.0,全購事件20260831.csv,01943,金石控股集團,2025-09-25,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0925/2025092501612_c.pdf,,,NO_PLACEE_DEF
GO_01943_02/04/25,嘉能時代國際貿易有限公司,1.5,,根據一般授權配售新股份延長最後截止日期、修訂配售價及更新所得款項用途,PGO_01943_16/09/2025 19:42,100.0,全購事件20260831.csv,01943,金石控股集團,2025-09-16,配售,,,,,,,,,,,,,,,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0916/2025091601249_c.pdf,,,NO_PLACEE_DEF
